@info
{
    "table":{
        "name":"candset_minus_gold",
        "description":"",
        "idAttrib":{
            "name":"pairID",
            "type":"INTEGER"
        },
        "projectName":"video_games",
        "attributes":[
            {
                "name":"pairID",
                "type":"INTEGER"
            },
            {
                "name":"theGamesDbId",
                "type":"INTEGER"
            },
            {
                "name":"MobyGamesId",
                "type":"INTEGER"
            },
            {
                "name":"theGamesDbName",
                "type":"TEXT"
            },
            {
                "name":"MobyGamesName",
                "type":"TEXT"
            },
            {
                "name":"theGamesDbDate",
                "type":"TEXT"
            },
            {
                "name":"MobyGamesDate",
                "type":"TEXT"
            }
        ]
    }
}

@data
pairID:INTEGER,theGamesDbId:INTEGER,MobyGamesId:INTEGER,theGamesDbName:TEXT,MobyGamesName:TEXT,theGamesDbDate:TEXT,MobyGamesDate:TEXT
18621,3098,3008,b'Fortune Street',b'Street Fighter II',01/06/2012,12/25/2006
18622,2881,4911,b'Bakugen: Battle Brawlers',b'Skylanders Giants: Golden Dragonfire Cannon Battle Pack',,10/21/2012
18623,3284,1420,b'Mario Kart 64',b'Super Mario Bros. 3',01/29/2007,11/05/2007
18624,2214,830,b'NHL 08',b'NHL 2K9',09/11/2007,09/09/2008
18625,148,945,b'Borderlands 2: Add-On Content Pack',b'Borderlands: The Zombie Island of Dr. Ned',02/26/2013,11/24/2009
18626,2364,2265,b'Renegade Ops',b'Call of Duty: Black Ops II - Kawaii MP Personalization Pack',09/13/2011,04/11/2013
18627,841,2283,b'NFL Head Coach 09',b'Madden NFL Arcade',09/02/2008,11/25/2009
18628,550,997,b'Hitman: Blood Money',b'Hitman: Blood Money',05/30/2006,05/30/2006
18629,1015,391,b'Rugby League Live 2',b'Blitz: The League II',11/30/2012,10/13/2008
18630,1504,2532,b'Beyond: Two Souls',b'Beyond: Two Souls (Special Edition)',10/08/2013,10/11/2013
18631,2557,6416,b'Sonic CD',b'Sonic & All-Stars Racing Transformed',12/20/2011,11/18/2012
18632,1113,3804,b'Space Invaders Infinity Gene',b'Disney Infinity: Agent P',09/15/2010,04/29/2014
18633,960,6208,b'Real Steel',"b""Final Fantasy XIII-2: Serah's Outfit - Style and Steel""",10/12/2011,04/10/2012
18634,188,3136,b'Call of Juarez',b'Call of Duty: MW3 - Content Pack 6',06/05/2007,06/19/2012
18635,463,6458,b'Frontlines: Fuel of War',b'Mars: War Logs',02/26/2008,07/26/2013
18636,2339,6349,b'Ratchet & Clank: Into the Nexus',b'Ratchet & Clank Future: Tools of Destruction',11/12/2013,10/23/2007
18637,3201,2432,b'Just Dance 2014',b'Just Dance Kids',10/01/2013,11/09/2010
18638,679,2289,b'Mafia II',b'Mafia II: Greaser Pack',08/24/2010,09/28/2010
18639,1781,3890,b'Far Cry 3',b'Far Cry 2 (GameStop Pre-Order Edition)',12/04/2012,10/21/2008
18640,1622,5408,b'Crysis 2: Limited Edition',b'Crysis 2',03/24/2011,03/22/2011
18641,3442,2916,b'Puzzle Kingdoms',b'Puzzle Quest: Challenge of the Warlords',05/05/2009,11/29/2007
18643,1822,4679,b'Full Auto 2: Battlelines',b'Full Spectrum Warrior: Ten Hammers',12/07/2006,02/21/2012
18644,2426,3396,b'Ryoufuu no Melt: Days in the Sanctuary',b'Echo Night#2: Nemuri no Shihaisha',12/15/2011,10/10/2007
18645,3707,1978,b'Wii Sports',b'New Super Mario Bros. Wii',11/19/2006,11/15/2009
18646,2710,4058,"b""Tom Clancy's Ghost Recon Advanced Warfighter 2""","b""Tom Clancy's Ghost Recon: Anthology""",08/23/2007,06/18/2013
18647,812,251,b'NBA Live 10',b'NBA 2K12',10/06/2009,10/04/2011
18648,866,3735,"b""Ninja Gaiden 3: Razor's Edge""",b'Ninja Blade',04/02/2013,04/07/2009
18649,1797,854,b'FIFA Street 3',b'2010 FIFA World Cup South Africa',02/18/2008,04/30/2010
18650,2530,1051,b'Skylanders Giants',b'Skylanders: Trap Team',10/21/2012,10/05/2014
18651,2442,6617,b'Sangoku Hime: Senkou no Taika - Akatsuki no Haryuu',b'Memories Off: Yubikiri no Kioku + Sweets Pack',07/19/2012,06/27/2013
18652,2388,3396,b'Rinne no Lagrange: Kamogawa Days Game & OVA Hybrid Disc',b'Echo Night#2: Nemuri no Shihaisha',08/23/2012,10/10/2007
18653,1689,1738,b'Disgaea Dimension 2: A Brighter Darkness',b'Brainpipe: A Plunge to Unhumanity',03/20/2013,12/09/2009
18654,2122,4344,b'Mobile Suit Gundam: Battle Operation',b'Skylanders: Swap Force - Fiery Forge Battle Pack',06/28/2012,10/13/2013
18655,1131,5125,b'Star Ocean: The Last Hope',"b""Star Ocean: The Last Hope (Limited Collector's Edition)""",02/04/2009,06/05/2009
18656,1362,4927,b'Worms Revolution',b'Worms 2: Armageddon',10/10/2012,07/01/2009
18657,180,3141,b'Call of Duty Modern Warfare 3 Hardened Edition',b'Call of Duty: The War Collection',11/08/2011,06/08/2010
18658,2340,6342,b'Ratchet & Clank: Q-Force',b'Ratchet & Clank',11/27/2012,06/27/2012
18659,259,1818,b'Dance Magic',b'Dance Dance Revolution Universe 2',04/30/2013,12/04/2007
18660,3232,1144,b'LEGO Batman 2: DC Super Heroes',b'LEGO Star Wars: The Complete Saga',06/19/2012,11/06/2007
18662,180,2495,b'Call of Duty Modern Warfare 3 Hardened Edition',b'Call of Duty: Ghosts - Unicorn Personalization Pack',11/08/2011,05/20/2014
18663,62,5686,"b""Assassin's Creed: Brotherhood""","b""Assassin's Creed III: The Tyranny of King Washington - The Infamy""",11/16/2010,02/19/2013
18664,41,873,b'Angry Birds Trilogy',b'Angry Birds Trilogy',09/25/2012,09/25/2012
18665,3137,4219,b'Guitar Hero: Smash Hits',b'Rent A Hero',06/16/2009,04/17/2007
18666,1511,6547,b'BioShock Infinite',"b""BioShock Infinite: Columbia's Finest""",03/26/2013,06/25/2013
18667,1277,6588,b'Tony Hawk: Shred Stand-Alone Software',"b""Tony Hawk's Proving Ground""",10/26/2010,10/16/2007
18668,1027,435,b'Saints Row: The Third',b'Saints Row',11/15/2011,08/29/2006
18669,2439,1057,b'Sam & Max Beyond Time and Space',b'Sly Cooper: Thieves in Time',10/18/2011,02/17/2013
18670,890,2110,b'Penny Arcade Adventures: Episode One',b'Sonic the Hedgehog 4: Episode II',05/21/2008,05/16/2012
18671,2620,3958,b'Swords & Soldiers',b'Swords & Soldiers',09/28/2010,09/01/2010
18672,1695,5170,b'Disney Sing It: High School Musical 3: Senior Year',b'Disney Infinity: Jack Skellington',02/17/2009,10/05/2013
18673,852,254,b'NHL 2K6',b'NBA 2K6',11/16/2005,09/27/2005
18674,446,6209,"b""Final Fantasy XIII-2 Collector's Edition""","b""Final Fantasy XIII-2: Serah's Outfit - Summoner's Garb""",01/31/2012,06/11/2012
18675,1080,3870,b'Skylanders Giants',"b""Skylanders: Spyro's Adventure - Prism Break / Boomer / Voodood""",10/21/2012,10/16/2011
18676,1233,91,b'The Walking Dead: Episode 5: No Time Left',"b""The Wolf Among Us: Episode 4 - In Sheep's Clothing""",11/21/2012,05/28/2014
18677,63,5678,"b""Assassin's Creed: Revelations""","b""Assassin's Creed: Brotherhood - The Da Vinci Disappearance""",11/15/2011,03/08/2011
18678,2726,3481,"b""Tony Hawk's Project 8""",b'Section 8: Prejudice',11/17/2006,07/26/2011
18679,822,1528,b'NCAA Football 11',b'College Hoops NCAA 2K7',07/13/2010,11/20/2006
18680,216,1367,b'Chronicles of Riddick: Assault on Dark Athena',"b""Penny Arcade's On the Rain-Slick Precipice of Darkness 3""",04/07/2009,06/29/2012
18681,208,3759,b'Castlevania: Symphony of the Night',b'Skylanders: Swap Force - Night Shift / Boom Jet',06/13/2007,11/15/2013
18682,3172,4376,b'How to Train Your Dragon',b'TrackMania: Build to Race',03/23/2010,09/23/2010
18683,3529,5176,"b""Skylanders: Spyro's Adventure""","b""Skylanders: Spyro's Adventure - Mega Pack""",10/16/2011,11/24/2011
18684,2723,1758,b'Tomb Raider: The Final Hours Edition',b'Tomb Raider: JAGD P22G',03/05/2013,03/26/2013
18685,3087,1218,b'Final Fantasy Crystal Chronicles: The Crystal Bearers',b'Final Fantasy: Crystal Chronicles - The Crystal Bearers',02/05/2010,12/26/2009
18686,1135,5134,b'Star Wars: The Force Unleashed -- Ultimate Sith Edition',b'Star Wars: The Force Unleashed - Jedi Temple Mission Pack',11/03/2009,12/04/2008
18687,1101,4261,b'Sonic the Fighters',b'Fighters Uncaged',11/28/2012,11/04/2010
18688,2405,2687,b'Rock Band: Country Track Pack 2',b'Rock Band 2',02/01/2011,10/19/2008
18689,891,92,b'Penny Arcade Adventures: Episode Two',b'The Wolf Among Us: Episode 5 - Cry Wolf',10/29/2008,07/09/2014
18690,989,6390,b'Risen',b'Risen 2: Dark Waters - Treasure Isle',02/23/2010,07/31/2012
18691,891,894,b'Penny Arcade Adventures: Episode Two',b'Army of Two: The 40th Day',10/29/2008,01/12/2010
18692,169,5905,"b""Cabela's Big Game Hunter 2012""",b'Alien Hunter',09/27/2011,12/25/2010
18693,1568,1078,b'Call of Duty: Black Ops II',b'Call of Duty: World at War - Map Pack 3',11/13/2012,08/06/2009
18694,1974,1553,b'Killer is Dead',b'The Price is Right: Decades',08/27/2013,04/03/2012
18695,877,938,b'Operation Flashpoint: Dragon Rising',"b""Borderlands 2: Tiny Tina's Assault on Dragon Keep""",10/06/2009,06/25/2013
18696,2408,867,b'Rock of the Dead',b'AC/DC Live: Rock Band - Track Pack',10/19/2010,11/02/2008
18697,1578,3969,b'Carnival Island',b'Tales of Monkey Island',11/15/2011,06/16/2010
18698,1190,954,b'The Elder Scrolls IV: Oblivion -- Game of the Year Edition',"b""The Elder Scrolls IV: Oblivion - The Thieves' Den""",09/10/2007,05/22/2006
18699,1084,2578,"b""Skylanders: Spyro's Adventure""",b'Skylanders Giants: Golden Dragonfire Cannon Battle Pack',10/16/2011,10/21/2012
18700,1877,2026,b'Hail to the Chimp',b'Back to the Future: The Game',06/30/2008,02/15/2011
18701,2121,6169,b'Mobile Suit Gundam Battlefield Record U.C. 0081',b'Battlefield 3: Aftermath',09/16/2010,12/11/2012
18702,2509,514,b'SingStar Motown',b'SingStar',09/18/2009,05/20/2008
18703,920,2164,b'Pro Evolution Soccer 2010',b'International Cricket 2010',11/03/2009,06/18/2010
18704,185,3750,b'Call of Duty: Modern Warfare 2',b'Skylanders: Swap Force - Heavy Duty Sprocket (Series 2) / Twin Blade Chop Chop (Series 3) / Scorp',11/10/2009,10/16/2013
18705,3229,4045,b'Last Airbender',b'Avatar: The Last Airbender',06/29/2010,11/19/2006
18706,1097,2105,b'Sonic Adventure 2',b'Sonic the Hedgehog',10/05/2012,07/11/2007
18707,724,6683,b'Metal Gear Rising: Revengeance',b'Operation Flashpoint: Dragon Rising',02/19/2013,10/06/2009
18708,452,6446,b'Forsaken World',b'Majin and the Forsaken Kingdom',04/01/2013,11/23/2010
18709,863,5392,b'Ninja Blade',b'Fruit Ninja Kinect: Trick or Treat Bag',04/07/2009,10/24/2012
18710,986,3267,b'Rise of Nightmares',b'G.I. Joe: The Rise of Cobra',09/06/2011,08/04/2009
18711,1220,6260,b'The Simpsons Game',b'The Simpsons Game',10/30/2007,10/30/2007
18712,368,305,b'Dynasty Warriors 5: Empires',b'Guitar Hero 5',06/22/2006,09/01/2009
18713,1804,4171,b'Final Fantasy XIII-2',b'Lightning Returns: Final Fantasy XIII - Tomb Raider',01/31/2012,02/11/2014
18714,1678,754,b'Deus Ex: Human Revolution',b'Deus Ex: Human Revolution - Tactical Enhancement Pack',08/23/2011,10/18/2011
18715,1541,4434,b'Brain Challenge Deluxe',b'Summer Challenge: Athletics Tournament',12/05/2008,07/30/2010
18716,1571,3566,b'Call of Duty: Modern Warfare 3',b'Call of Duty: MW3 - Content Pack 3',11/08/2011,04/19/2012
18717,3514,1851,b'Shrek Forever After',"b""Final Fantasy IV: The After Years - Edward's Tale""",03/18/2010,08/03/2009
18718,2697,1617,b'Tiger Woods PGA TOUR 12: The Masters',b'FIFA Soccer 12',03/29/2011,09/27/2011
18720,2045,3651,b'Madden NFL 10',b'Madden NFL 09',08/14/2009,08/12/2008
18721,1234,3543,b'The Walking Dead: Survival Instinct',b'The Walking Dead: Season Two - Season Pass',03/19/2013,12/18/2013
18722,1134,3757,b'Star Wars: The Force Unleashed',b'Skylanders: Swap Force - Mega Ram Spyro (Series 3) / Blizzard Chill (Series 2) / Zoo Lou',09/16/2008,10/13/2013
18723,507,1704,b'Guitar Hero 5',b'Resident Evil 5: Lost in Nightmares',09/01/2009,02/17/2010
18724,3476,3039,b'Rock Band: Country Track Pack 2',b'Rock Band: Track Pack - Volume 1',02/01/2011,07/15/2008
18725,878,4985,b'Operation Flashpoint: Red River',b'Fallout 3: Game Add-on Pack - The Pitt and Operation: Anchorage',06/07/2011,07/03/2009
18726,2562,6426,b'Sonic the Hedgehog 4: Episode 1',b'Sonic the Hedgehog 4: Episode II',10/12/2010,05/15/2012
18727,1571,2250,b'Call of Duty: Modern Warfare 3',b'Call of Duty 4: Modern Warfare - Game of the Year Edition',11/08/2011,05/01/2008
18728,1083,3747,b'Skylanders Trap Team',b'Skylanders: Swap Force - Fire Kraken / Grilla Drilla',10/05/2014,11/15/2013
18729,1890,3421,b'Hasbro Family Game Night 3',b'Fight Night Champion',10/26/2010,03/01/2011
18730,3403,5116,b'Overlord: Dark Legend',b'Dragon Slayer: The Legend of Heroes',06/23/2009,02/10/2009
18731,190,1661,b'Call of Juarez: Cartel',b'Call of Duty 2',07/19/2011,11/22/2005
18732,177,1666,b'Call of Duty 2',b'Call of Duty 4: Modern Warfare',10/25/2005,11/05/2007
18733,208,3753,b'Castlevania: Symphony of the Night',b'Skylanders: Swap Force - Legendary Night Shift',06/13/2007,11/10/2013
18736,2513,1621,b'SingStar Take That',b'SingStar Vol.2',11/06/2009,06/20/2008
18737,3124,1951,b'Great Party Games',b'Mario & Sonic at the Olympic Winter Games',06/11/2010,10/13/2009
18738,542,4264,b'Hasbro Family Game Night Fun Pack',b'Fight Night: Round 4',11/01/2011,06/25/2009
18739,1109,5578,b'Soul Calibur IV & Tekken 6',b'Ultra Street Fighter IV',10/30/2012,06/04/2014
18740,2530,1638,b'Skylanders Giants',b'Skylanders Giants: Chop Chop (Series 2)',10/21/2012,02/10/2013
18742,844,5791,b'NHL 08',b'Tiger Woods PGA Tour 08',09/12/2007,08/28/2007
18743,326,414,b'Disney Epic Mickey 2: The Power of Two',"b""Two Worlds (Collector's Edition)""",11/18/2012,08/23/2007
18744,600,5553,b'Kinect Adventures',b'Kinect Sports: Party Pack',11/04/2010,12/14/2010
18745,1694,1825,b'Disney Sing It',b'Disney Infinity: Vanellope',10/21/2008,11/24/2013
18746,534,3375,b'Harry Potter and the Deathly Hallows Part 1',b'Harry Potter and the Deathly Hallows: Part 1',11/16/2010,11/01/2010
18747,753,2604,b'Monster Madness: Battle for Suburbia',b'SEGA Vintage Collection: Monster World',06/12/2007,05/23/2012
18748,2721,695,"b""Tomb Raider Survival/Collector's Edition""",b'Tomb Raider: Caves and Cliffs Multiplayer Map Pack',03/05/2013,04/23/2013
18749,1452,241,"b""Assassin's Creed""","b""Assassin's Creed III: Liberation""",11/13/2007,01/14/2014
18750,1782,3892,b'Far Cry 3: Blood Dragon',b'Far Cry 3: Blood Dragon',04/30/2013,04/30/2013
18751,2718,4066,"b""Tom Clancy's Splinter Cell: Blacklist""","b""Tom Clancy's Rainbow Six: Vegas 2 (Limited Edition)""",08/20/2013,03/18/2008
18752,3332,6288,b'My Fitness Coach',b'Zumba Fitness',12/02/2008,03/29/2011
18753,1481,6163,b'Batman: Arkham City',b'Batman: Arkham City - Robin Bundle Pack',10/18/2011,11/22/2011
18754,1940,846,b'James Bond 007: Blood Stone',b'007: Blood Stone',11/02/2010,11/02/2010
18755,1084,3856,"b""Skylanders: Spyro's Adventure""","b""Skylanders: Spyro's Adventure - Dino-Rang""",10/16/2011,11/15/2011
18756,1098,2098,b'Sonic CD',b'Sonic & All-Stars Racing Transformed',12/14/2011,11/18/2012
18757,595,3361,b'Kane & Lynch: Dead Men',b'Kane & Lynch 2: Dog Days (Limited Edition)',11/13/2007,08/20/2010
18758,2723,221,b'Tomb Raider: The Final Hours Edition',"b""Final Fantasy XIII-2: Serah's Weapon - Genji Bow""",03/05/2013,03/06/2012
18760,3468,2636,b'Retro City Rampage',b'Battle City',02/28/2013,09/04/2007
18761,439,4250,b'FIFA Street 3',b'FIFA 14',02/18/2008,10/04/2013
18762,1260,6579,"b""Tom Clancy's H.A.W.X""","b""Tom Clancy's Splinter Cell: Conviction (Limited Collector's Edition)""",03/03/2009,04/15/2010
18763,1940,5972,b'James Bond 007: Blood Stone',b'GoldenEye 007: Reloaded',11/02/2010,11/01/2011
18764,2448,3472,b'SBK Superbike World Championship',b'SBK X: Superbike World Championship',03/10/2009,05/21/2010
18765,3246,4811,b'Line Rider 2: Unbound',b'Front Line',10/07/2008,06/05/2007
18766,3604,6280,b'The Great Garfield Show: The Threat of the Space Lasagna',b'Space Harrier',07/08/2010,11/03/2008
18767,2804,5618,"b""WWE '13""",b'WWE Smackdown Vs Raw 2011',10/30/2012,10/26/2010
18768,1219,1290,b'The Simpsons Arcade Game',b'Super Street Fighter IV: Arcade Edition',02/03/2012,06/07/2011
18769,178,3129,b'Call of Duty 3',b'Call of Duty: MW3 - Collection 3: Chaos Pack',11/07/2006,08/09/2012
18770,1689,5152,b'Disgaea Dimension 2: A Brighter Darkness',b'Disgaea 4: A Promise Unforgotten',03/20/2013,09/06/2011
18771,1601,5153,b'Cloudy With a Chance of Meatballs',b'Disgaea 4: A Promise Unforgotten (Premium Edition)',09/18/2009,09/06/2011
18772,1570,2250,b'Call of Duty: Modern Warfare 2',b'Call of Duty 4: Modern Warfare - Game of the Year Edition',11/10/2009,05/01/2008
18773,1511,6546,b'BioShock Infinite',b'BioShock Infinite: Clash in the Clouds',03/26/2013,07/30/2013
18774,668,2275,b'Madden NFL 06',b'Madden NFL 07 (Hall of Fame Edition)',08/08/2005,08/22/2006
18775,3023,4834,"b""Disney's Chicken Little Ace in Action""",b'Chicken Shoot',12/11/2006,07/03/2007
18776,228,1537,b'Command & Conquer: Red Alert 3',"b""Command & Conquer: Red Alert 3 - Commander's Challenge""",11/14/2008,09/16/2009
18777,2458,3785,b'Section 8',b'Dynasty Warriors 8',03/25/2010,07/16/2013
18778,2859,5725,b'Angry Birds Star Wars',b'Phantasy Star II',,02/18/2008
18779,2094,6628,b'Metal Gear Solid 4: Guns of the Patriots Limited Edition',b'Metal Gear Solid HD Collection (Limited Edition)',06/12/2008,11/08/2011
18780,244,1798,b'Crysis',b'Crysis 2: Retaliation Pack',10/04/2011,05/17/2011
18781,915,2358,b'Prince of Persia: The Forgotten Sands',"b""Prince of Persia: The Forgotten Sands (Limited Collector's Edition)""",05/18/2010,05/20/2010
18782,3529,5179,"b""Skylanders: Spyro's Adventure""","b""Skylanders: Spyro's Adventure - Sonic Boom""",10/16/2011,10/16/2011
18783,3201,2427,b'Just Dance 2014',b'Just Dance',10/01/2013,11/17/2009
18784,2426,1326,b'Ryoufuu no Melt: Days in the Sanctuary',b'The Walking Dead: 400 Days',12/15/2011,07/02/2013
18785,1270,463,b'Tomb Raider: Legend',"b""Tomb Raider: Underworld - Lara's Shadow""",04/11/2006,03/10/2009
18786,821,1453,b'NCAA Football 10',b'Football Genius: The Ultimate Quiz',07/14/2009,09/30/2009
18787,2890,4918,b'Battle of Giants: Dinosaurs Strike',b'Skylanders Giants: Legendary Chill (Lightcore)',,03/10/2013
18788,1026,2725,b'Saints Row: Double Pack',b'Memories Off 6: Double Pack',09/07/2010,08/25/2009
18789,877,6321,b'Operation Flashpoint: Dragon Rising',b'Dragon Age II: Legacy',10/06/2009,07/26/2011
18790,2926,2652,"b""Cabela's Big Game Hunter 2012""",b'Big Brain Academy: Wii Degree',09/27/2011,06/12/2007
18791,2557,6427,b'Sonic CD',b'Sonic Unleashed',12/20/2011,11/27/2008
18792,2258,6652,b'Penny Arcade Adventures: Episode One',b'Alien Breed: Evolution - Episode 1',10/23/2008,09/01/2010
18793,899,1925,b'Pinball FX 2: Marvel Pinball',b'Pinball FX2: Paranormal',12/08/2010,11/02/2011
18794,725,2736,b'Metal Gear Solid HD Collection',b'Metal Gear Solid HD Edition (Konami Style Premium Package)',11/08/2011,11/23/2011
18795,693,6022,b'Man Vs. Wild',b'Ms. Splosion Man',04/12/2011,07/13/2011
18796,2918,1131,"b""Broken Sword: Shadow of the Templars (The Director's Cut)""",b'The Legend of Zelda: Skyward Sword',03/24/2009,11/20/2011
18797,2672,2266,b'The Lord of the Rings: The War in the North',b'Call of Duty: Black Ops II - North American Flags of the World Calling Card Pack',11/01/2011,04/11/2013
18798,3558,3502,b'Star Wars: The Force Unleashed',b'Skylanders: Swap Force - Dune Bug / Phantom Cynder (Series 3) / Knockout Terrafin (Series 3)',09/16/2008,12/22/2013
18799,1233,3528,b'The Walking Dead: Episode 5: No Time Left',b'Virtua Fighter 5',11/21/2012,10/30/2007
18800,3066,5721,b'Family Feud 2010 Edition',b'PES 2010: Pro Evolution Soccer',09/29/2009,11/19/2009
18801,1999,657,b'Lego Batman: The Videogame',b'LEGO Harry Potter: Years 1-4',09/23/2008,06/29/2010
18802,2714,4063,"b""Tom Clancy's Rainbow 6: Patriots""","b""Tom Clancy's Rainbow Six""",,05/21/2009
18803,475,3143,b'Gears of War 3',"b""Call of Duty: World at War (Limited Collector's Edition)""",09/20/2011,11/11/2008
18804,2462,5225,b'Sega Superstars Tennis',b'Virtua Tennis 2009',03/18/2008,06/09/2009
18805,965,790,b'Red Dead Redemption',b'Red Dead Redemption: Game of the Year Edition',05/18/2010,10/11/2011
18806,169,1654,"b""Cabela's Big Game Hunter 2012""","b""Cabela's Big Game Hunter 2012""",09/27/2011,09/27/2011
18807,674,2275,b'Madden NFL 12',b'Madden NFL 07 (Hall of Fame Edition)',08/30/2011,08/22/2006
18808,998,6402,b'Rock Band Country Track Pack',b'Rock Band 3',07/21/2009,10/26/2010
18809,648,1475,b'Lightning Returns: Final Fantasy XIII',b'Lightning Returns: Final Fantasy XIII - FFX Yuna',02/11/2014,02/11/2014
18810,2723,1746,b'Tomb Raider: The Final Hours Edition',b'Tomb Raider: Chronicles',03/05/2013,01/12/2011
18811,2392,6220,b'Risen 2: Dark Waters',b'The Chronicles of Riddick: Assault on Dark Athena',08/03/2012,04/07/2009
18812,2228,836,b'Ninja Gaiden 3',b'Ninja Gaiden Sigma',03/20/2012,07/03/2007
18813,2756,4013,b'Uncharted 2: Among Thieves',b'Uncharted 2: Among Thieves (Fortune Hunter Edition)',10/13/2009,10/01/2009
18814,368,1702,b'Dynasty Warriors 5: Empires',b'Resident Evil 5: Gold Edition',06/22/2006,03/09/2010
18815,1343,277,b'WarTech: Senko No Ronde',b'Yukkuri no Meiky\xc5\xab',06/06/2007,05/06/2010
18816,1081,2588,b'Skylanders Giants Portal Owners Pack',b'Skylanders Giants: Lightning Rod (Series 2)',10/21/2012,12/21/2012
18817,1565,1074,b'Call of Duty Classic',b'Call of Duty: MW3 (Hardened Edition)',12/02/2009,11/08/2011
18818,633,1380,b'LEGO Harry Potter: Years 1-4',b'LEGO The Hobbit',06/29/2010,04/08/2014
18819,2723,4049,b'Tomb Raider: The Final Hours Edition',b'Tomb Raider: Tomb of the Lost Adventurer',03/05/2013,06/04/2014
18820,3012,3914,b'Disney Epic Mickey',b'Disney Infinity: Phineas and Ferb Toy Box Pack',11/25/2010,03/15/2014
18821,641,4320,b'LEGO Star Wars III: The Clone Wars',b'LEGO Indiana Jones 2: The Adventure Continues ',03/22/2011,11/17/2009
18822,511,5448,b'Guitar Hero: Aerosmith',b'Half-Minute Hero: Super Mega Neo Climax',06/29/2008,06/29/2011
18823,3275,2632,b'Major League Baseball 2K8',b'Baseball',03/03/2008,01/01/2007
18824,1657,6695,b'Dead Space Ignition',b'Dead Space 3: Awakened',10/12/2010,03/01/2013
18825,1080,2414,b'Skylanders Giants',b'Skylanders Giants: Chop Chop (Series 2)',10/21/2012,02/10/2013
18826,1084,2571,"b""Skylanders: Spyro's Adventure""",b'Skylanders Giants: Drobot (Series 2)',10/16/2011,06/01/2013
18827,2968,151,b'Counter Force',b'Skylanders: Swap Force - Rattle Shake',10/03/2007,10/13/2013
18828,2034,4128,b'Lucha Libre AAA Heroes del Ring',b'Assault Heroes',10/12/2010,01/28/2010
18829,1191,948,b'The Elder Scrolls V: Skyrim',b'The Elder Scrolls IV: Oblivion - Game of the Year Edition',11/11/2011,09/10/2007
18830,1097,2096,b'Sonic Adventure 2',b'Sonic Adventure 2',10/05/2012,10/05/2012
18831,447,1484,b'Final Fight: Double Impact',b'Lightning Returns: Final Fantasy XIII - Tomb Raider',04/14/2010,02/11/2014
18832,1457,237,"b""Assassin's Creed IV: Black Flag""","b""Assassin's Creed III""",10/29/2013,10/30/2012
18833,2603,2852,b'Street Fighter X Tekken',b'Final Fantasy X | X-2 HD Remaster (Limited Edition)',03/06/2012,03/18/2014
18834,1381,2601,b'Xbox Live Arcade Unplugged," Vol. 1'",b'Sega Superstars Tennis / Xbox Live Arcade Compilation Disc',09/05/2006
18835,3606,2427,b'The Hip Hop Dance Experience',b'Just Dance',11/13/2012,11/17/2009
18836,1269,454,"b""Tomb Raider Survival/Collector's Edition""",b'Tomb Raider: Scavenger Executioner',03/05/2013,06/04/2013
18837,3019,5005,b'Disney Sing It',b'Disney Sing It: High School Musical 3 - Senior Year',10/21/2008,02/17/2009
18838,447,974,b'Final Fight: Double Impact',b'Final Fantasy XIII-2: Snow - Perpetual Battlefield',04/14/2010,06/11/2013
18839,1199,6190,b'The History Channel: Battle for the Pacific',"b""Final Fantasy XIII-2: Noel's Outfit - Battle Attire""",,06/11/2013
18840,2069,3489,b'Marvel vs. Capcom 2: New Age of Heroes',b'Sengoku Basara: Samurai Heroes',08/13/2009,10/15/2010
18841,2259,1743,b'Penny Arcade Adventures: Episode Two',b'Brothers: A Tale of Two Sons',10/30/2008,09/03/2013
18842,179,3123,b'Call of Duty 4: Modern Warfare',b'Call of Duty: Modern Warfare 2 (Prestige Edition)',11/05/2007,11/10/2009
18843,18,6250,b'After Burner Climax',b'Shrek Forever After: The Final Chapter',04/21/2010,06/18/2010
18844,2562,6427,b'Sonic the Hedgehog 4: Episode 1',b'Sonic Unleashed',10/12/2010,11/27/2008
18845,1265,6570,"b""Tom Clancy's Splinter Cell: Conviction""","b""Tom Clancy's Rainbow Six: Vegas 2""",04/13/2010,03/18/2008
18846,1310,5573,b'UFC Undisputed 3',b'UFC 2009 Undisputed',02/14/2012,05/19/2009
18847,519,5461,b'Halo 3 Limited Edition',b'Halo: Reach',09/25/2007,09/14/2010
18848,823,1529,b'NCAA Football 12',b'College Hoops NCAA 2K8',07/12/2011,11/19/2007
18849,2533,5751,"b""Skylanders: Spyro's Adventure""",b'Skylanders: Swap Force - Jolly Bumble Blast',10/16/2011,12/08/2013
18850,1696,5164,b'Disney Sing It: Party Hits',b'Disney Infinity',,08/18/2013
18851,2428,1330,b'Ryu ga Gotoku 5: Yume," Kanaeshi Mono'",b'The Walking Dead: Episode 5 - No Time Left',12/06/2012
18852,1630,861,b'Dance on Broadway',b'3 on 3 NHL Arcade',03/17/2011,02/05/2009
18854,187,2495,b'Call of Duty: World at War',b'Call of Duty: Ghosts - Unicorn Personalization Pack',11/11/2008,05/20/2014
18855,1109,1715,b'Soul Calibur IV & Tekken 6',b'Ridge Racer 6',10/30/2012,11/22/2005
18856,597,2484,b'Karaoke Revolution Presents: American Idol Encore 2',b'Call of Duty: Black Ops II - North American Flags of the World Calling Card Pack',11/18/2008,03/13/2013
18857,1975,6112,b'Killzone 2',b'Killzone HD',02/27/2009,10/24/2012
