@info
{
    "table":{
        "name":"candset_minus_gold",
        "description":"",
        "idAttrib":{
            "name":"pairID",
            "type":"INTEGER"
        },
        "projectName":"video_games",
        "attributes":[
            {
                "name":"pairID",
                "type":"INTEGER"
            },
            {
                "name":"theGamesDbId",
                "type":"INTEGER"
            },
            {
                "name":"MobyGamesId",
                "type":"INTEGER"
            },
            {
                "name":"theGamesDbName",
                "type":"TEXT"
            },
            {
                "name":"MobyGamesName",
                "type":"TEXT"
            },
            {
                "name":"theGamesDbDate",
                "type":"TEXT"
            },
            {
                "name":"MobyGamesDate",
                "type":"TEXT"
            }
        ]
    }
}

@data
pairID:INTEGER,theGamesDbId:INTEGER,MobyGamesId:INTEGER,theGamesDbName:TEXT,MobyGamesName:TEXT,theGamesDbDate:TEXT,MobyGamesDate:TEXT
23763,1699,149,b'DJ Hero',b'Marvel Super Hero Squad: The Infinity Gauntlet',10/27/2009,11/16/2010
23764,2517,4725,b'SingStar: Back to the 80s',b'Dragon Age: Origins - Return to Ostagar',10/28/2011,03/11/2010
23765,647,3353,"b""Let's Dance with Mel B""",b'Just Dance 2014',04/24/2012,10/08/2013
23766,1669,2268,b'Deep Black',b'Call of Duty: Black Ops II - Paladin Personalization Pack',08/21/2012,05/29/2014
23767,1324,5447,b'Victorious: Time to Shine',b'Hail to the Chimp',11/15/2011,06/24/2008
23768,1806,207,b'Final Fantasy XIV: A Realm Reborn',b'Final Fantasy XIII-2 (Nordic Edition)',08/27/2013,02/03/2012
23769,2016,3431,"b""Lightning Returns:Final Fantasy XIII Collector's Edition""",b'Final Fantasy Origins',02/11/2014,01/10/2012
23770,1706,3239,b'Dragon Age: Origins',b'Dragon Age II: Legacy',11/03/2009,07/26/2011
23771,2355,1422,b'Red Dead Redemption',b'Red Dead Redemption',05/18/2010,05/18/2010
23772,1706,4727,b'Dragon Age: Origins',b'Dragon Age: Origins - The Golems of Amgarrak',11/03/2009,08/10/2010
23773,2372,5631,b'Resident Evil: Chronicles HD Collection',b'Puzzle Chronicles',06/26/2012,04/22/2010
23774,1578,5882,b'Carnival Island',b'Dead Island: Riptide',11/15/2011,04/23/2013
23776,1040,4933,b'SBK X: Superbike World Championship',b'WRC 4: FIA World Rally Championship',12/07/2010,10/25/2013
23777,1404,2687,b'AC/DC Live: Rock Band Track Pack',b'Rock Band 2',11/02/2008,10/19/2008
23778,2563,5285,b'Sonic the Hedgehog 4: Episode 2',"b""Blue Toad Murder Files: Mysteries of Little Riddle - Episode 1: Little Riddle's Deadly Dilemma""",05/15/2012,12/17/2009
23779,3213,2445,b'Kawasaki Jet Ski',b'Kawasaki Quad Bikes',01/22/2008,01/01/2008
23780,1267,1177,b'Tomb Raider (2013)',b'Tomb Raider: 1939 Multiplayer Map Pack',03/05/2013,04/02/2013
23781,806,1492,b'NBA Ballers: Chosen One',b'Lips: Number One Hits',04/21/2008,10/20/2009
23782,185,3125,b'Call of Duty: Modern Warfare 2',b'Call of Duty: Modern Warfare 2 - Stimulus Package',11/10/2009,03/30/2010
23783,1084,2588,"b""Skylanders: Spyro's Adventure""",b'Skylanders Giants: Lightning Rod (Series 2)',10/16/2011,12/21/2012
23784,116,2558,b'Bioshock 2',b'BioShock 2 (Special Edition)',02/09/2010,02/09/2010
23785,639,6401,b'LEGO Rock Band',b'Rock Band 2',11/03/2009,09/14/2008
23786,2258,1086,b'Penny Arcade Adventures: Episode One',b'Capcom Arcade Cabinet: 1985-I Pack',10/23/2008,03/05/2013
23787,351,6683,b'Dragon Ball Z: Ultimate Tenkaichi',b'Operation Flashpoint: Dragon Rising',10/25/2011,10/06/2009
23788,2259,1089,b'Penny Arcade Adventures: Episode Two',b'Capcom Arcade Cabinet: All-in-One Pack',10/30/2008,05/21/2013
23789,1044,1655,b'Scene It? Bright Lights! Big Screen!',"b""Cabela's Big Game Hunter 2012 (With Top Shot Elite)""",11/17/2009,09/27/2011
23790,188,3600,b'Call of Juarez',b'Call of Juarez: The Cartel ',06/05/2007,07/19/2011
23791,1608,5333,b'Conan',b'Conan',10/23/2007,10/23/2007
23792,600,5386,b'Kinect Adventures',b'Fruit Ninja Kinect: Art Box',11/04/2010,09/21/2011
23793,2470,3490,b'Sengoku Musou 3 Empires',b'Sengoku Mahjong',08/26/2011,07/15/2009
23794,1781,3891,b'Far Cry 3',b'Far Cry 3',12/04/2012,12/04/2012
23795,768,1504,b'MUD: FIM Motocross World Championship',b'SBK: Superbike World Championship',02/26/2013,06/20/2008
23796,1813,2861,b'Flower',b'Flower',02/12/2009,02/12/2009
23797,1536,236,b'Borderlands - Game of the Year Edition',"b""Assassin's Creed II: Game of the Year Edition""",10/12/2010,01/01/2010
23798,3473,5018,b'Rock Band Country Track Pack',b'Donkey Kong Country Returns',07/21/2009,11/21/2010
23799,2186,2233,b'NBA Live 09',b'NBA 2K14',10/07/2008,10/01/2013
23800,707,326,b'Mass Effect',"b""Mass Effect (Limited Collector's Edition)""",11/20/2007,11/20/2007
23801,187,2482,b'Call of Duty: World at War',b'Call of Duty: Black Ops II - Jungle Warfare MP Personalization Pack',11/11/2008,03/13/2013
23802,2325,3199,b'Rambo: The Video Game',b'Ghostbusters: The Video Game (Amazon.com Slimer Edition)',12/31/2013,06/16/2009
23803,329,3817,b'Disney Sing It: High School Musical 3: Senior Year',b'Disney Infinity: Wreck-it Ralph Toy Box Pack',02/17/2009,04/01/2014
23804,2147,607,b'Murdered: Soul Suspect',b'Murdered: Soul Suspect',06/03/2014,06/03/2014
23805,2198,5798,b'NCAA Football 14',b'NCAA Football 13',07/09/2013,07/10/2012
23806,1950,3942,b'Jikkyou Powerful Pro Yakyuu 2012 Ketteiban',"b""Cabela's Big Game Hunter 2012""",12/13/2012,09/27/2011
23807,2088,2218,b'Mega Man 9',b'Mega Man 3',09/25/2008,03/08/2011
23808,117,2565,b'BioShock 2  Special Edition',b'BioShock Infinite (Premium Edition)',02/09/2010,03/26/2013
23809,2303,2014,b'Pro Yakyuu Spirits 2011',b'Samurai Spirits: Kenkaku Yubinan Pack',04/14/2011,05/31/2007
23810,115,2563,b'BioShock',b'BioShock Infinite: Clash in the Clouds',08/21/2007,07/30/2013
23811,167,1655,"b""Cabela's Big Game Hunter""","b""Cabela's Big Game Hunter 2012 (With Top Shot Elite)""",11/06/2007,09/27/2011
23812,2150,612,b'MX vs. ATV Reflex',b'MX vs. ATV Untamed',12/01/2009,12/17/2007
23813,2165,4584,b'Nat Geo Challenge! Wild Life',b'Harvest Moon: A Wonderful Life (Special Edition)',11/16/2010,09/18/2012
23814,1708,4730,"b""Dragon Age: Origins - Collector's Edition""","b""Dragon Age: Origins - Warden's Keep""",11/03/2009,11/05/2009
23815,649,1487,b'LIMBO',b'Limbo',07/21/2010,07/21/2010
23816,1892,4587,b'Hatsune Miku: Project DIVA F',b'Hatsune Miku: Project DIVA F',03/07/2013,08/27/2013
23817,788,5130,b'NASCAR: Unleashed',b'Star Wars: The Force Unleashed',,09/16/2008
23818,476,5593,b'Gears of War 3: Limited Edition',b'Valiant Hearts: The Great War',09/20/2011,06/26/2014
23819,1258,470,"b""Tom Clancy's Ghost Recon Advanced Warfighter 2""","b""Tom Clancy's Ghost Recon: Advanced Warfighter 2 / Tom Clancy's EndWar""",03/06/2007,09/01/2009
23820,778,1942,b'Namco Museum: Virtual Arcade',b'PopCap Arcade Vol 1',11/04/2008,11/01/2007
23821,2332,6349,b'Ratchet & Clank Collection',b'Ratchet & Clank Future: Tools of Destruction',08/28/2012,10/23/2007
23822,2053,3670,"b""Mafia II: Director's Cut""",b'Mafia II: War Hero Pack',07/05/2011,09/28/2010
23823,2362,5328,"b""Red Johnson's Chronicles - One Against All""",b'Command & Conquer: Red Alert',09/11/2012,11/12/2009
23824,2563,6426,b'Sonic the Hedgehog 4: Episode 2',b'Sonic the Hedgehog 4: Episode II',05/15/2012,05/15/2012
23825,1805,2388,b'Final Fantasy XIV',b'Lightning Returns: Final Fantasy XIII - Flower of Battle',09/21/2010,01/28/2014
23826,3403,1122,b'Overlord: Dark Legend',b'The Legend of Spyro: Dawn of the Dragon',06/23/2009,10/21/2008
23827,717,345,b'Medal of Honor',b'Medal of Honor: Warfighter (Limited Edition)',10/12/2010,10/23/2012
23828,529,5468,b'Hannah Montana: The Movie',b'Hannah Montana: The Movie',04/07/2009,04/07/2009
23829,2384,533,b'Retro City Rampage',b'The Amazing Spider-Man: Lizard Rampage Pack',10/09/2012,09/25/2012
23830,1082,3758,b'Skylanders Swap Force',b'Skylanders: Swap Force - Night Shift',,10/16/2013
23831,578,4510,"b""Jimmie Johnson's Anything with an Engine""","b""Jimmie Johnson's Anything with an Engine""",11/01/2011,11/01/2011
23832,1567,2262,b'Call of Duty: Black Ops',b'Call of Duty: Black Ops II - Extra Slots Pack',11/09/2010,04/11/2013
23833,2233,5654,b'Nobunaga no Yabou: Tendou',b'Ide Y\xc5\x8dsuke no Mahjong Ky\xc5\x8dshitsu',03/04/2010,02/27/2008
23834,446,1473,"b""Final Fantasy XIII-2 Collector's Edition""",b'Lightning Returns: Final Fantasy XIII - FFVII Cloud',01/31/2012,02/11/2014
23835,1104,2561,b'Sonic the Hedgehog 4: Episode 1',b'BioShock Infinite: Burial at Sea - Episode One',10/13/2010,11/12/2013
23836,1266,6573,"b""Tom Clancy's Splinter Cell: Double Agent""","b""Tom Clancy's Splinter Cell: Blacklist""",10/17/2006,08/20/2013
23837,1010,6387,b'Rockstar Games Collection: Edition 1',b'Spyglass Board Games',10/30/2012,08/01/2007
23838,3561,2307,b'Story Hour Fairy Tales',b'Tales of Monkey Island: Chapter 1 - Launch of the Screaming Narwhal',,07/27/2009
23839,3525,2916,b'Ski Doo: Snowmobile Challenge',b'Puzzle Quest: Challenge of the Warlords',10/13/2009,11/29/2007
23840,1795,1615,b'FIFA Soccer 13',b'FIFA Soccer 10',09/25/2012,10/20/2009
23841,317,583,b'Devil May Cry 4',b'Devil May Cry HD Collection',02/05/2008,04/03/2012
23842,2169,3990,b'NBA 07',b'MLB 07: The Show',11/14/2006,05/15/2007
23843,118,2561,b'BioShock Infinite',b'BioShock Infinite: Burial at Sea - Episode One',03/26/2013,11/12/2013
23844,2526,5655,b'Ski Doo: Snowmobile Challenge',b'IHF Handball Challenge 14',03/06/2009,03/28/2014
23845,2553,6420,b'Sonic & All-Stars Racing Transformed',b'Sonic & SEGA All-Stars Racing',11/18/2012,02/26/2010
23846,2688,5031,b'The Walking Dead Episode 4 -',b'The Wolf Among Us: Episode 3 - A Crooked Mile',10/09/2012,04/08/2014
23847,2191,3652,b'NCAA Basketball 10',b'Madden NFL 10',11/17/2009,08/14/2009
23848,2365,1441,b'Resident Evil 4 HD',b'Resident Evil 4',09/20/2011,09/20/2011
23849,3454,4209,b'Rayman Raving Rabbids',b'Rayman Raving Rabbids TV Party',11/19/2006,11/18/2008
23850,2012,224,b'Leisure Suit Larry Box Office Bust',b'Final Fantasy XIII: Lightning Ultimate Box',05/05/2009,11/22/2013
23851,2038,3647,b'Machinarium',b'Machinarium',10/09/2012,09/06/2012
23852,573,2711,"b""James Cameron's Avatar: The Game""",b'Avatar: The Last Airbender - The Burning Earth',12/01/2009,11/19/2007
23853,1682,763,b'Diablo III',b'Diablo III: Reaper of Souls - Ultimate Evil Edition',09/03/2013,08/19/2014
23854,1232,3541,b'The Walking Dead: Episode 4: Around Every Corner',b'The Walking Dead: Season Two - Episode 4: Amid the Ruins',10/10/2012,07/23/2014
23855,848,1119,b'NHL 12',b'NHL 07',09/13/2011,09/12/2006
23856,3079,1212,b'FIFA 13',b'FIFA Soccer 13',,09/25/2012
23857,919,4252,b'Pro Evolution Soccer 2009',b'FIFA Soccer 07',11/11/2008,10/31/2006
23858,1270,1178,b'Tomb Raider: Legend',b'Tomb Raider: Adventure Pack',04/11/2006,06/04/2013
23859,2928,5925,"b""Cabela's Dangerous Hunts 2013""","b""Cabela's Trophy Bucks""",,06/03/2008
23860,1800,2853,b'Fight Night Round 4',b'Final Fight: Double Impact',06/23/2009,04/15/2010
23861,3237,1141,b'Lego Indiana Jones: The Original Adventures',b'LEGO Pirates of the Caribbean: The Video Game',06/03/2008,05/10/2011
23862,3121,5740,b'Gottlieb Pinball Classics',b'Pinball Hall of Fame: The Williams Collection',03/31/2007,03/10/2008
23863,498,1818,b'Grease Dance',b'Dance Dance Revolution Universe 2',10/25/2011,12/04/2007
23864,475,3145,b'Gears of War 3',b'Call of Duty: World at War - Map Pack 2',09/20/2011,06/11/2009
23865,1096,2111,b'Sonic Adventure',b'Sonic Unleashed',09/15/2010,11/27/2008
23866,1407,2851,b'Acceleration of Suguri X Edition',"b""Final Fantasy X | X-2 HD Remaster (Collector's Edition)""",02/15/2011,03/18/2014
23867,639,1377,b'LEGO Rock Band',b'LEGO Star Wars III: The Clone Wars',11/03/2009,03/24/2010
23868,2903,2431,b'Big Time Rush: Dance Party',b'Just Dance 4',11/06/2012,10/09/2012
23869,609,5130,b'Kinect Star Wars',b'Star Wars: The Force Unleashed',04/03/2012,09/16/2008
23870,648,971,b'Lightning Returns: Final Fantasy XIII',"b""Final Fantasy XIII-2: Serah's Weapon - Azrael""",02/11/2014,01/31/2012
23871,1004,6254,b'Rock Revolution',"b""Sid Meier's Civilization: Revolution""",10/14/2008,07/09/2008
23872,1154,3750,b'Super Time Force',b'Skylanders: Swap Force - Heavy Duty Sprocket (Series 2) / Twin Blade Chop Chop (Series 3) / Scorp',05/15/2014,10/16/2013
23873,2889,4117,b'Battalion Wars 2',b'BWii: Battalion Wars 2',10/29/2007,10/29/2007
23874,2722,4048,b'Tomb Raider Trilogy',b'Tomb Raider: The Last Revelation',03/22/2011,10/15/2009
23875,2710,3158,"b""Tom Clancy's Ghost Recon Advanced Warfighter 2""","b""JASF: Jane's Advanced Strike Fighters""",08/23/2007,10/31/2011
23876,3281,4890,b'Mario & Sonic at the London 2012 Olympic Games',b'World Party Games',11/15/2011,08/20/2009
23877,1741,1904,b'Dynasty Warriors: Strikeforce 2 HD Edition',b'One Piece: Pirate Warriors',07/26/2012,03/01/2012
23878,1490,6178,b'Battlefield: Bad Company',b'Battlefield 4: Premium',06/23/2008,10/29/2013
23879,920,5303,b'Pro Evolution Soccer 2010',b'PES 2012: Pro Evolution Soccer',11/03/2009,09/27/2011
23880,1362,3365,b'Worms Revolution',b'Karaoke Revolution Presents American Idol Encore',10/10/2012,02/05/2008
23881,2114,3993,b'MLB 09: The Show',b'MLB 10: The Show',03/03/2009,03/02/2010
23882,2008,2371,b'LEGO Star Wars: The Complete Saga',b'LEGO The Lord of the Rings: Middle-earth Character Pack 2',11/06/2007,12/11/2012
23883,672,2282,b'Madden NFL 10',b'Madden NFL 25',08/14/2009,08/27/2013
23884,921,5305,b'Pro Evolution Soccer 2011',b'PES 2014: Pro Evolution Soccer',10/19/2010,11/12/2013
23885,1046,1940,b'Scene It? Movie Night',b'Poker Night 2',11/30/2011,04/24/2013
23886,260,1646,b'Dance Paradise',b'Burnout Paradise',02/15/2011,01/22/2008
23887,2459,2499,b'Section 8: Prejudice',"b""Tony Hawk's Project 8""",07/26/2011,11/17/2006
23888,2183,4593,b'NBA Ballers: Chosen One',b'Heavy Rain: Chronicle One - The Taxidermist',04/21/2008,04/01/2010
23889,3633,5008,b'Thomas & Friends Hero of the Rails',b'DJ Hero',,10/27/2009
23890,1794,3654,b'FIFA Soccer 12',b'Madden NFL 12',09/26/2011,08/30/2011
23891,2632,2844,b'Tekken Revolution',b'Street Fighter X Tekken',,03/06/2012
23892,439,5578,b'FIFA Street 3',b'Ultra Street Fighter IV',02/18/2008,06/04/2014
23893,1564,5749,b'Call of Duty 4: Modern Warfare',b'Skylanders: Swap Force - Heavy Duty Sprocket (Series 2) / Twin Blade Chop Chop (Series 3) / Scorp',11/06/2007,10/16/2013
23894,376,5829,b'Dynasty Warriors: Strikeforce',b'Dynasty Warriors 6: Empires',02/16/2010,06/23/2009
23895,3559,3505,b'Star Wars: The Force Unleashed II',b'Skylanders: Swap Force - Fire Kraken / Grilla Drilla',10/15/2010,11/15/2013
23896,619,4297,b'L.A. Noire',b'L.A. Noire',05/17/2011,05/17/2011
23897,354,699,"b""Dragon's Dogma""","b""Dragon's Dogma""",05/22/2012,05/22/2012
23898,2594,5756,b'Star Wars: The Force Unleashed',b'Skylanders: Swap Force - Mega Ram Spyro (Series 3) / Blizzard Chill (Series 2) / Zoo Lou',09/16/2008,10/13/2013
23899,749,902,"b""Monkey Island 2 Special Edition: LeChuck's Revenge""",b'Dead Island (Special Edition)',07/07/2010,09/06/2011
23900,3231,1125,"b""Legend of the Guardians: The Owls of Ga'Hoole""",b'The Legend of Xanadu II',09/14/2010,01/27/2009
23901,2694,5400,b'Tiger Woods  PGA Tour 10',b'Crazy Golf World Tour',,07/04/2012
23902,2260,2064,b'Persona 4 Arena',b'Shin Megami Tensei: Persona 4',08/07/2012,04/08/2014
23903,1379,5849,b'XBOX Live Arcade Compilation Disc',b'Xbox Live Arcade Unplugged Volume 1',10/23/2007,09/05/2006
23904,553,707,"b""Hot Wheels World's Best Driver""",b'Driver: San Francisco',,09/06/2011
23905,3442,35,b'Puzzle Kingdoms',b'Logic Puzzle Series Vol. 1: Sudoku',05/05/2009,03/21/2007
23906,283,6366,b'Dead or Alive 5',b'Space Channel 5: Part 2',09/25/2012,10/05/2011
23907,1605,1308,b'Combat Wings: The Great Battles of WWII',b'Valiant Hearts: The Great War',03/27/2012,06/26/2014
23908,709,1683,"b""Mass Effect 2: Collector's Edition""",b'Mass Effect 2: Overlord',01/26/2010,06/15/2010
23909,2069,4008,b'Marvel vs. Capcom 2: New Age of Heroes',b'Ultimate Marvel vs. Capcom 3',08/13/2009,11/15/2011
23910,3537,6261,b'Sonic Colors',b'Sonic and the Secret Rings',11/16/2010,02/20/2007
23911,1266,6569,"b""Tom Clancy's Splinter Cell: Double Agent""","b""Tom Clancy's Rainbow Six: Vegas""",10/17/2006,11/21/2006
23912,1801,5758,b'Final Fantasy X / X-2 HD Remaster',b'Skylanders: Swap Force - Night Shift / Boom Jet',03/18/2014,11/15/2013
23914,2376,3776,b'Resident Evil: The Umbrella Chronicles',b'Dungeons & Dragons: Chronicles of Mystara',07/17/2012,06/18/2013
23915,2482,841,b'Shin Kamaitachi no Yoru: 11 Hitome no Suspect',"b""No More Heroes: Heroes' Paradise""",12/17/2011,08/16/2011
23916,3708,6737,b'Wii Sports and Wii Sports Resort',b'Mario Kart Wii',01/11/2011,04/27/2008
23917,507,92,b'Guitar Hero 5',b'The Wolf Among Us: Episode 5 - Cry Wolf',09/01/2009,07/09/2014
23918,1134,3746,b'Star Wars: The Force Unleashed',b'Skylanders: Swap Force - Fire Kraken',09/16/2008,10/16/2013
23919,1465,4136,b'Atelier Escha & Logy: Alchemist of Dusk Sky',b'Atelier Elie: Salburg no Renkinjutsushi 2',03/07/2014,03/21/2008
23920,1258,344,"b""Tom Clancy's Ghost Recon Advanced Warfighter 2""",b'Medal of Honor: Warfighter',03/06/2007,10/23/2012
23922,2122,245,b'Mobile Suit Gundam: Battle Operation',"b""Assassin's Creed II: Sequence 12 - Battle of Forli""",06/28/2012,01/28/2010
23923,322,591,b'Dirt 3: Complete Edition',b'DiRT 3',03/20/2012,05/24/2011
23924,224,1354,b'Combat Wings: The Great Battles of WWII',b'Pacific Wings',03/27/2012,08/02/2012
23925,1134,67,b'Star Wars: The Force Unleashed',b'Skylanders: Swap Force - Bumble Blast (Lightcore)',09/16/2008,04/26/2014
23927,918,4255,b'Pro Evolution Soccer 2008',b'FIFA Soccer 10',03/11/2008,10/20/2009
23928,2551,3104,b'Soldner-X 2: Final Prototype',b'Langrisser IV & V: Final Edition',05/25/2010,11/25/2009
23929,2432,5066,b'Sacred 3',b'Sacred 3',08/05/2014,08/01/2014
23930,196,303,b'Carnival Games: Monkey See," Monkey Do'",b'Guilty Gear X2: The Midnight Carnival #Reload',04/05/2011
23931,3529,6140,"b""Skylanders: Spyro's Adventure""",b'Skylanders Giants: Prism Break (Series 2) / Lightning Rod (Series 2) / Drill Sergeant (Series 2)',10/16/2011,01/01/2013
23932,82,3064,b'Batman: Arkham City: Game of the Year Edition',b'Batman: Arkham City - Challenge Map Pack',05/29/2012,12/20/2011
23933,2417,1073,b'Rockstar Games Collection: Edition 1',b'Call of Duty: MW3 (DLC Collection 1 Included)',10/30/2012,01/01/2012
23934,447,6187,b'Final Fight: Double Impact',b'Final Fantasy XIII-2: Lightning - Requiem of the Goddess',04/14/2010,06/11/2013
23935,2269,5230,b'PixelJunk 3 in 1 Pack',b'The Walking Dead: Episode 1 - A New Day',04/01/2009,04/25/2012
23936,3019,3904,b'Disney Sing It',b'Disney Guilty Party',10/21/2008,08/31/2010
23937,455,1459,b'Forza Motorsport 2',b'Forza Motorsport 3',05/29/2007,10/27/2009
23938,3403,554,b'Overlord: Dark Legend',"b""Pajama Sam: No Need to Hide When It's Dark Outside""",06/23/2009,12/12/2008
23939,1482,195,b'Batman: Arkham City: Game of the Year Edition',b'Retro City Rampage',03/29/2012,10/09/2012
23940,2084,2212,b'Medal of Honor: Airborne',b'Medal of Honor: Underground',11/19/2007,06/11/2009
23941,3019,638,b'Disney Sing It',b'skate it',10/21/2008,11/19/2008
23942,961,3253,b'Realms of Ancient War',b'Gears of War: Judgment (Limited Edition)',09/25/2012,03/22/2013
23943,2991,2748,b'Data East Arcade Classics',b'Data East Arcade Classics',01/05/2010,02/16/2010
23944,1959,5804,b'Juiced 2: Hot Import Nights',b'Need for Speed: Hot Pursuit',10/22/2007,11/16/2010
23945,604,910,b'Kinect Rush: A Disney Pixar Adventure',b'Deadpool: Merc with a Map Pack DLC',03/20/2012,07/30/2013
23946,2011,667,b'LEGO The Lord of the Rings',b'LEGO Star Wars: The Complete Saga',11/13/2012,11/06/2007
23947,2005,2372,b'LEGO Pirates of the Caribbean: The Video Game',b'LEGO The Lord of the Rings: Weapons and Magical Items Pack',05/10/2011,12/11/2012
23948,2711,4069,"b""Tom Clancy's Ghost Recon: Future Soldier""","b""Tom Clancy's Splinter Cell: Blacklist (Paladin Multi-mission Aircraft Edition)""",05/22/2012,08/20/2013
23949,2472,5652,b'Shadow of the Colossus',b'The ICO & Shadow of the Colossus Collection',01/17/2012,09/27/2011
23951,636,4317,b'LEGO Indiana Jones: The Original Adventures',b'LEGO Harry Potter: Years 1-4',06/03/2008,06/29/2010
23952,600,2879,b'Kinect Adventures',b'The Fancy Pants Adventures',11/04/2010,04/20/2011
23953,447,4267,b'Final Fight: Double Impact',"b""Final Fantasy XIII-2 (Collector's Edition)""",04/14/2010,01/31/2012
23956,65,4700,b'Assault Heroes 2',b'Acid Rain Heroes',05/14/2008,10/31/2010
23957,865,3738,"b""Ninja Gaiden 3 Collector's Edition""",b'Ninja Escape',03/20/2012,09/16/2010
23958,2052,3661,b'Mafia II',b'Mafia II: Add-On Bundle',08/24/2010,07/01/2011
23959,368,92,b'Dynasty Warriors 5: Empires',b'The Wolf Among Us: Episode 5 - Cry Wolf',06/22/2006,07/09/2014
23960,2354,1088,b'Red Baron Arcade',b'Capcom Arcade Cabinet: 1987 Pack',09/18/2008,02/19/2013
23961,1969,751,b'Karaoke Revolution Presents: American Idol Encore',"b""Deus Ex: Human Revolution - Director's Cut""",03/18/2008,10/22/2013
23962,1861,2978,b'Grid 2',b'GRID 2: Classic GRID Pack',05/28/2013,11/12/2013
23963,266,2321,b'Dark Sector',"b""Dante's Inferno: Dark Forest""",03/25/2008,03/04/2010
23964,3613,1131,b'The Legend of Spyro: Dawn of the Dragon',b'The Legend of Zelda: Skyward Sword',10/21/2008,11/20/2011
23965,64,4489,b'Assault Heroes',b'The Chronicles of Riddick: Assault on Dark Athena',12/13/2006,04/07/2009
23966,2235,5607,b'NPPL Championship Paintball 2009',b'WRC 4: FIA World Rally Championship',11/18/2008,10/25/2013
23967,486,3750,b'Ginga Force',b'Skylanders: Swap Force - Heavy Duty Sprocket (Series 2) / Twin Blade Chop Chop (Series 3) / Scorp',,10/16/2013
23968,1146,5143,b'Street Fighter X Tekken Special Edition',b'Street Fighter IV',03/06/2012,02/17/2009
23970,602,5548,b'Kinect Joy Ride',b'Kinect Joy Ride',11/10/2010,11/04/2010
23971,1311,1922,b'Ultimate Marvel Vs. Capcom 3',b'Pinball FX2: Marvel Pinball',11/15/2011,12/01/2010
23972,2749,149,b'uDraw Marvel Super Hero Squad: Comic Combat',b'Marvel Super Hero Squad: The Infinity Gauntlet',11/15/2011,11/16/2010
