@info
{
    "table":{
        "name":"tableA",
        "description":"",
        "idAttrib":{
            "name":"id",
            "type":"INTEGER"
        },
        "projectName":"breakfast",
        "attributes":[
            {
                "name":"id",
                "type":"INTEGER"
            },
            {
                "name":"brand",
                "type":"TEXT"
            },
            {
                "name":"description",
                "type":"TEXT"
            },
            {
                "name":"ingredients",
                "type":"TEXT"
            },
            {
                "name":"keywords",
                "type":"TEXT"
            },
            {
                "name":"price",
                "type":"FLOAT"
            },
            {
                "name":"size",
                "type":"TEXT"
            },
            {
                "name":"title",
                "type":"TEXT"
            },
            {
                "name":"weight",
                "type":"FLOAT"
            }
        ]
    }
}

@data
id:INTEGER,brand:TEXT,description:TEXT,ingredients:TEXT,keywords:TEXT,price:FLOAT,size:TEXT,title:TEXT,weight:FLOAT
2736,Darigold,This ultra-pasteurized  grade A  kosher milk has 33% less fat than whole milk.,Reduced Fat Milk  Vitamin A Palmitate  Vitamin D3.,Darigold Reduced Fat 2% Milk With Vitamin A & D  64 fl oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Darigold Reduced Fat 2% Milk With Vitamin A & D  64 fl oz,-1.0
2737,Meyenberg,Vitamin D Double strength,NA,Meyenberg Goat Milk 12oz Pack of 12  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,64.16,12.25x9.25x4.5,Meyenberg Goat Milk 12oz Pack of 12,8.0
2738,Darigold,Darigold French Vanilla Creamer blends real milk and cream from our farmer owners with a touch of sugar and French vanilla flavor,Ultra-Pasteurized Milk And Cream  Sugar  Natural And Artificial Flavor.,Darigold French Vanilla Creamer  1 qt  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Darigold French Vanilla Creamer  1 qt,-1.0
2739,Generic,NA,Corn Syrup Solids  Partially Hydrogenated Soybean Oil  Sodium Caseinate (A Milk Derivative)  Dipotassium Phosphate  Artificial Color  Mono- And Diglycerides  Silicon Dioxide  Sodium Tripolyphosphate  Datem  Soy Lecithin  Artificial Flavor. Contains Milk And Soy.,Price First Non-Dairy Creamer  11 oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Price First Non-Dairy Creamer  11 oz,-1.0
2740,Blue Diamond,All natural Soy free! Lactose free! Free of: dairy  soy  lactose  cholesterol  peanuts  casein  gluten  eggs  and MSG,NA,Blue Diamond Almond Milk 11oz Pack of 12  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,35.92,14.5x6.25x5.25,Blue Diamond Almond Milk 11oz Pack of 12,12.4
2741,Great Value,</P>,Water  Corn Syrup  Soybean & Cottonseed Oil  High Fructose Corn Syrup  Sodium Caseinate (A Milk Derivative)  Dipotassium Phosphate  Mon-& Diglycerides  Sodium Stearoyl Lactylate. Not A Source Of Lactose,Great Value: Original Ultra-Pasteurized Coffee Creamer  32 Fl Oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,1.23x1.23x1.23,Great Value: Original Ultra-Pasteurized Coffee Creamer  32 Fl Oz,1.23
2742,Great Value,NA,Fat Free Milk  Lactase Enzyme*  Vitamin A Palmitate  Vitamin D3. *Ingredient Not In Regular Milk. Allergy Warning: Contains Milk.,Great Value Lactose And Fat Free Milk  12gal  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Great Value Lactose And Fat Free Milk  12gal,-1.0
2743,Silk,Oh  so coconut Oh  so good,All Natural Coconut Milk (Filtered Water  Coconut Cream)  Evaporated Cane Juice  Calcium Carbonate  Natural Flavor  Dipotassium Phosphate  Xanthan Gum  Carrageenan  Guar Gum  Cyanocobalamin (Vitamin B12)  Vitamin A Palmitate  Vitamin D2.,Silk All Natural Original Coconutmilk  .5 gal  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Silk All Natural Original Coconutmilk  .5 gal,-1.0
2744,La Lachera,NA,Milk  Sugar.,La Lechera Condensed Milk  La Lechera Milk  14 oz  Sweetened Condensed Milk,67.26,2.9x2.9x3.15,La Lachera Sweetened Condensed Milk  14 oz (Pack of 24),1.0
2745,Rice Dream,Vitamins A  D  B12 & calcium Gluten free,NA,Rice Dream Rice Drink 32oz Pack of 12  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,66.21,14.5x8.0x7.5,Rice Dream Rice Drink 32oz Pack of 12,36.96
2746,Lucky Charms,Chocolate Lucky Charms Cereal contains 13 grams whole grain per serving (at least 48 grams recommended daily) A whole grain food is made using all three parts of the grain,Whole Grain Oats  Sugar  Marshmallows (Sugar  Modified Corn Starch  Corn Syrup  Dextrose  Gelatin  Calcium Carbonate  Yellow 5&6  Blue 1  Red 40  Artificial Flavor)  Corn Meal  Cocoa Processed With Alkali  Caramel And Beet Juice Concentrate Color  Corn Starch  Salt  Canola Oil  Calcium Carbonate  Artificial Flavor  Trisodium Phosphate  Zinc And Iron (Mineral Nutrients)   Vitamin C (Sodium Ascorbate)  A B Vitamin (Niacinamide)  Vitamin B6 (Pyridoxine Hydrochloride)  Vitamin B2 (Riboflavin)  Vitamin B1 (Thiamin Mononitrate)  Vitamin A (Palmitate)  A B Vitamin (Folic Acid)  Vitamin B12  Vitamin D.  Vitamin E (Mixed Tocopherols) Added To Preserve Freshness.,Lucky Charms Chocolate Cereal  Lucky Charms Cereal  12 oz  Lucky Charms Marshmallows Cereal,2.98,2.0x7.65x11.25,Lucky Charms Chocolate Cereal  12 oz,0.75
2747,Promised Land,Jersey cows consistently produce milk with higher calcium and protein content than Holstein cows Purity,Milk  Sugar  Cocoa Processed With Alkali  Corn Starch  Carrageenan  Salt  Dextrose.,Promised Land Midnight Chocolate Milk  1 Qt  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Promised Land Midnight Chocolate Milk  1 Qt,-1.0
2748,OAKHURST,Oakhurst milk from local farms is packed with the calcium and other essential nutrients you need everyday. That's why they call it the natural goodness of Maine.,Lowfat Milk  High Fructose Corn Syrup  Cocoa (Processed With Alkali  Corn Starch  Salt  Carrageenan  Vanillin)  Vitamin A Palmitate  Vitamin D3.,Oakhurst 1% Lowfat Chocolate Milk  1 gal  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Oakhurst 1% Lowfat Chocolate Milk  1 gal,-1.0
2749,Generic,NA,Cultured Pasteurized Grade A Cream (from Milk)  Enzymes. Contains: Milk.,Simply Kraft Sour Cream  16 oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Simply Kraft Sour Cream  16 oz,-1.0
2750,Reddi Wip,NA,Milk*  Liquid Sugar  Cream*  Nonfat Milk  Maltodextrin  Contains Less Than 2% of The Following: Chicory Inulin  Cellulose Gel  Mono- And Diglycerides  Cellulose Gum  Polysorbate 80  Carrageenan  Artificial Flavor  Molasses  Caramel Color. Propellant: Nitrous Oxide. Contains: Milk. *Adds A Trivial Amount of Fat.,Reddi-wip Fat Free Dairy Whipped Topping  6.5 oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Reddi-wip Fat Free Dairy Whipped Topping  6.5 oz,-1.0
2751,Nestle,Add flavor to your coffee with Nestle Coffee-Mate Vanilla Caramel Powder Coffee Creamer Made with natural and artificial flavors  this Coffee Mate Creamer contains zero trans fat,Sugar  Vegetable Oil (Partially Hydrogenated Coconut Or Palm Kernel  Hydrogenated Soybean)  Corn Syrup Solids  And Less Than 2% Of Sodium Caseinate (A Milk Derivative)  Natural And Artificial Flavors  Dipotassium Phosphate (Moderates Coffee Acidity)  Mono- And Diglycerides (Prevents Oil Separation)  Salt  Sodium Aluminosilicate  Sucralose.,Nestle Coffee-Mate Vanilla Caramel Powder Coffee Creamer  Coffee Mate Creamer 15 oz  Nestle Coffee Mate,3.98,6.0x11.6x5.5,Nestle Coffee-Mate Vanilla Caramel Powder Coffee Creamer  15 oz,1.05
2752,Blue Diamond,NA,Almondmilk (Filtered Water  Almonds)  Evaporated Cane Juice  Calcium Carbonate  Sea Salt  Potassium Citrate  Carrageenan  Sunflower Lecithin  Vitamin A Palmitate  Vitamin D2 And D-Alpha-Tocopherol (Natural Vitamin E).,Blue Diamond Almond Breeze Original Almondmilk  11 fl oz  (Pack of 12)  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,20.64,5.25x14.5x6.25,Blue Diamond Almond Breeze Original Almondmilk  11 fl oz  (Pack of 12),10.2
2753,Glucerna,Find balance to help be at your best with Glucerna Shake  the #1 doctor and nutritionist recommended liquid nutritional product for people with diabetes (Among doctors and nutritionists who recommended nutritional products to their patients with diabetes),Water  Corn Maltodextrin  Sodium And Calcium Caseinates  Sucromalt  Glycerine  Enova Oil (Diacylglycerol Oil)  Soy Protein Isolate  Fructose  Less Than 1% Of: Canola Oil  Plant Sterol Esters  Calcium Phosphate  High Oleic Safflower Oil  Magnesium Chloride  Natural And Artificial Flavors  Sodium Citrate  Soy Lecithin  Potassium Citrate  Magnesium Phosphate  Potassium Chloride  Potassium Phosphate  Choline Chloride  Ascorbic Acid  Carrageenan  Acesulfame Potassium  Ferrous Sulfate  Di-Alpha-Tocopheryl Acetate  Zinc Sulfate  Sucralose  Niacinamide  Calcium Pantothenate  FD&C Red #3  Chromium Picolinate  Manganese Sulfate  Cupric Sulfate  Vitamin A Palmitate  Pyridoxine Hydrochloride  Thiamine Chloride Hydrochloride  Riboflavin  Folic Acid  Biotin  Sodium Molybdate  Potassium Iodide  Sodium Selenate  Phylloquinone  Cyanocobalamin  And Vitamin D3. Contains Milk And Soy Ingredients; Gluten- And Lactose-Free.,Glucerna Strawberries Shake  8 Fl Oz Cream Shake  Glucerna Shake  6 Pk,9.44,6.93x4.62x5.44,Glucerna Shake  Strawberries 'n Cream  8 fl oz Bottles  6-pack,3.8
2754,Genuine Joe,<h3>Features:</h3><ul><li>Non-dairy creamer comes in convenient packets that you can use on the go</li><li>Each single-serve packet contains 2,NA,Genuine Joe 02389 Non-Dairy Creamer Packets - 800-Pack  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,29.02,NA,Genuine Joe 02389 Non-Dairy Creamer Packets - 800-Pack,5.0
2755,Shamrock Farms,20G of protein per serving Over 40% more protein than regular milk,Lowfat Milk  Nonfat Milk  Fructose  Whey Protein Concentrate*  Natural & Artificial Flavor  Carrageenan  Guar Gum  Dipotassium Phosphate  Vitamin A & D. *Not Found In Regular Milk.,Shamrock Farms: Vanilla Protein Fortified Lowfat Milk  12 Oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Shamrock Farms: Vanilla Protein Fortified Lowfat Milk  12 Oz,-1.0
2756,Roland,Roland Classic Coconut Milk can be used for making cakes  ice cream  coconut jam (kaya)  curries  and other traditional meat  seafood  poultry and vegetable dishes where the delicate flavor of coconut milk is an essential ingredient,Coconut Milk  Water  Guar Gum And Sodium Carboxy Methyl Cellulose (Stabilizers)  Polysorbate 60 (Emulsifier)  Sodium Metabisulfite (As A Preservative).,Roland Classic Coconut Milk  14 fl oz  (Pack of 12)  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,20.64,8.869x12.5x4.75,Roland Classic Coconut Milk  14 fl oz  (Pack of 12),6.48
2757,Kashi,Kashi Autumn Wheat Cereal is made from hard red winter wheat  which is planted in autumn and harvested during the summer,Organic Whole Grain Wheat  Organic Evaporated Cane Juice  Natural Flavor. Contains Wheat Ingredients.,Kashi Autumn Wheat Cereal  16.3 oz  Kashi Wheat Cereal  Kashi Whole Grain Cereal,3.48,7.77x2.0x10.85,Kashi Autumn Wheat Cereal  16.3 oz,1.2
2758,Darigold,NA,Fat Free Milk  Nonfat Dry Milk  Vitamin A Palmitate  Vitamin D3.,Darigold Fat Free Milk  0.5 gal  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Darigold Fat Free Milk  0.5 gal,-1.0
2759,So Delicious,Made with organic coconuts Dairy free,NA,So Delicious Coconut Milk Beverage 4ea Pack of 6  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,58.94,12.44x8.69x5.5,So Delicious Coconut Milk Beverage 4ea Pack of 6,37.6
2760,Darigold,NA,Fat Free Milk  Vitamin A  Palmitate  Vitamin D3,Darigold Fat Free Milk  1 gal  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Darigold Fat Free Milk  1 gal,-1.0
2761,Blue Diamond,Blue Diamond Almond Breeze Reduced Sugar Vanilla Almondmilk is delicious-tasting almondmilk from the almond people,Almondmilk (Filtered Water  Almonds)  Cane Sugar  Calcium Carbonate  Natural Vanilla Flavor With Other Natural Flavors  Sea Salt  Potassium Citrate  Carrageenan  Sunflower Lecithin  Vitamin A Palmitate  Vitamin D2  D-Alpha-Tocopherol (Natural Vitamin E).,Blue Diamond Almond Breeze Reduced Sugar Vanilla Almondmilk  0.5 gal  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Blue Diamond Almond Breeze Reduced Sugar Vanilla Almondmilk  0.5 gal,-1.0
2762,Oak Farms,With a remarkably rich taste and incredibly creamy texture  Oak Farms Whole Vitamin D Milk is a delicious source of vitamin D.,Milk  Vitamin D3.,Oak Farms Whole Vitamin D Milk  .5 gal  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Oak Farms Whole Vitamin D Milk  .5 gal,-1.0
2763,International Delight,With rich aroma and delightful taste  International Delight brings a sweet moment of pleasure. Create a silky  smooth cup of coffee that is uniquely yours.,Water  Sugar  Corn Syrup  Palm Oil  Contains 2% Or Less Of Each Of The Following: Sodium Caseinate* (A Milk Derivative)  Dipotassium Phosphate  Natural And Artificial Flavors  Mono And Diglycerides  Sodium Stearoyl Lactylate  Carrageenan  Salt. *Sodium Caseinate Is Not A Source Of Lactose.,International Delight Southern Butter Pecan Coffee Creamer  32 fl oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,1.23x1.23x1.23,International Delight Southern Butter Pecan Coffee Creamer  32 fl oz,1.23
2764,Native Forest,NA,Organic Coconut Milk (Organic Coconut  Water  Organic Guar Gum).,Native Forest Light Unsweetened Coconut Milk  13.5FO (Pack of 12)  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,31.62,2.9x2.85x4.35,Native Forest Light Unsweetened Coconut Milk  13.5FO (Pack of 12),1.02
2765,Darigold,Research shows that after a workout  flavored milks are one of the best things you can drink to help your body recover in a healthy way,Lowfat Milk  Sugar  Nonfat Milk  Cocoa Processed With Alkali  Salt  Carrageenan  Vanillin  Vitamin E Acetate*  Vitamin A Palmitate  Vitamin D3  Magnesium-Phosphate*  Zinc Oxide*  Calcium Pantothenate (Vitamin B5)*  Riboflavin (Vitamin B2)*  Thiamine (Vitamin B1)*  Lactase Enzyme*. *Not Found In Regular Milk.,Darigold Refuel Rich Chocolate Milk  16 fl oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Darigold Refuel Rich Chocolate Milk  16 fl oz,-1.0
2766,Goya,NA,Coconut Milk  Water  Potassium Metabisulfite (As A Preservative).,Goya Coconut Milk  13.5 oz (Pack of 24)  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,48.33,2.95x2.95x4.4,Goya Coconut Milk  13.5 oz (Pack of 24),1.04
2767,Soy Dream,Soy Dream Original Enriched Soy Milk is the highest quality soymilk you can buy and provides a good source of nutrients to help maintain an active healthy lifestyle.,Filtered Water  Organic Whole Soybeans  Organic Evaporated Cane Juice  Calcium Carbonate  Sea Salt  Carrageenan  Vitamin E  Vitamin A Palmitate  Vitamin B12  Vitamin D2.,Soy Dream Original Enriched Soy Milk  32 oz (Pack of 12)  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,40.38,2.3x3.75x7.85,Soy Dream Original Enriched Soy Milk  32 oz (Pack of 12),2.25
2768,Generic,NA,Graham Flour  Whole Grain Oat Flour  Sugar  Rice Flour  Chocolate Flavored Filling (Sugar  Soybean Oil  Skim Milk  Cocoa  Chocolate  Soy Lecithin  Palm Oil  Vanilla Extract)  Marshmallowy Filling (Sugar  Soybean Oil  Skim Milk  Whey  Cornstarch  Soy Lecithin  Color Added  Palm Oil  Vanilla Extract)  Corn Bran  Oat Fiber  Contains 2% Or Less of Palm Oil  Salt  Caramel Color  Natural And Artificial Flavor  Mixed Tocopherols For Freshness. Vitamins And Minerals: Vitamin C (Ascorbic Acid)  Niacinamide  Reduced Iron  Zinc Oxide  Vitamin A Palmitate  Vitamin B6 (Pyridoxine Hydrochloride)  Vitamin B1 (Thiamin Hydrochloride)  Vitamin B2 (Riboflavin)  Vitamin D  Folic Acid  Vitamin B12. Contains Wheat  Milk And Soy Ingredients.,Kellogg's Krave S'Mores Cereal  11 oz  Breakfast & Cereal  Home Page  Walmart.com  Wal-Mart,2.98,NA,Kellogg's Krave S'Mores Cereal  11 oz,-1.0
2769,Breakstone's,NA,Cultured Pasteurized Grade A Milk And Cream  Enzymes. Contains: Milk.,Breakstone's All Natural Sour Cream  8 oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Breakstone's All Natural Sour Cream  8 oz,-1.0
2770,Saco,With half the calories  none of the fat  and all of the naturally-good  dairy-fresh flavor and nutrition of fresh  whole milk!,Nonfat Dry Milk  Vitamin A Palmitate  Vitamin D3.,Saco Real Skim Milk Mix N Drink  9.6 Oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,3.58,2.75x5.25x7.25,Saco Real Skim Milk Mix N Drink  9.6 Oz,0.6
2771,Nestle Coffee-Mate,<br>,Water  Sugar  Coconut Oil  Sodium Caseinate  (A Milk Derivative)**  Dipotassium Phosphate  Mono- And Diglycerides  Artificial Flavor  Beta-Carotene Color. **Not A Source of Lactose.,Nestle Coffee-Mate Original Coffee Creamers  .375 oz  24 count  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,2.78,3.65x3.65x4.45,Nestle Coffee-Mate Original Coffee Creamers  .375 oz  24 count,0.75
2772,Generic,Upstate Farms has been bringing you the highest quality dairy products for over 40 years  like Upstate Farms Ultra-Pasteurized Heavy Cream,Cream  Milk  Carrageenan  Mono And Diglycerides  Cellulose Gum  And Polysorbate 80. Contains: Milk.,Upstate Farms Ultra-Pasteurized Heavy Cream  16 fl oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Upstate Farms Ultra-Pasteurized Heavy Cream  16 fl oz,-1.0
2773,Oak Farms,NA,Milk  Vitamin D3,Oak Farms Whole Milk  1 pt  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Oak Farms Whole Milk  1 pt,-1.0
2774,Hood,NA,Cultured Pasteurized Light Cream  Nonfat Milk And Enzymes. Contains: Milk.,Hood Sour Cream  8 oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Hood Sour Cream  8 oz,-1.0
2775,Darigold,NA,Reduced Fat Milk  Vitamin A Palmitate  Vitamin D3,Darigold Reduced Fat Milk  0.5 gal  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Darigold Reduced Fat Milk  0.5 gal,-1.0
2776,Darigold,This ultra-pasteurized  grade A  kosher milk has no fat.,Fat Free Milk  Vitamin A Palmitate  Vitamin D3.,Darigold Fat Free Milk With Vitamin A & D  64 fl oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Darigold Fat Free Milk With Vitamin A & D  64 fl oz,-1.0
2777,So Delicious,Change your Milk  change your life with So Delicious Coconut Milk  Pack of 12,Organic Coconut Milk (Organic Coconut Cream  Water  Guar Gum)  Calcium Phosphate  Magnesium Phosphate  Carrageenan  Vitamin A  Palmitate  Vitamin D-2-L-Selenomethionine (Selenium)  Zinc Oxide  Folic Acid  Vitamin B-12. Contains: Coconut. All Ingredients Are Non-Gmo. Coconut Cream Product of Thailand  Sri Lanka And/Or Philippines. Processed In USA.,So Delicious Unsweetened Coconut Milk  32 oz  So Delicious Coconut Milk  Pack of 12  Gluten Free Coconut Milk,33.76,2.3x3.75x7.85,So Delicious Unsweetened Coconut Milk  32 oz (Pack of 12),2.17
2778,Coffee-Mate,Savor a delicious cup of coffee creamed with Nestle Coffee-mate Extra Sweet & Creamy Liquid Coffee Creamer,Water  Sugar  Hydrogenated Coconut Oil  And Less Than 2% of Sodium Caseinate (A Milk Derivative)**  Dipotassium Phosphate  Mono-And Diglycerides  Salt  Natural & Artificial Flavor. **Not A Source of Lactose. Contains: A Milk Derivative.,Nestle Coffee-mate Extra Sweet & Creamy Liquid Coffee Creamer  32 fl oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Nestle Coffee-mate Extra Sweet & Creamy Liquid Coffee Creamer  32 fl oz,-1.0
2779,Suzies,Antioxidant vitamin E  vitamins A  D & calcium Dairy free,NA,Suzies Quinoamilk Beverage 32oz Pack of 12  Breakfast & Cereal  Home Page  Walmart.com  Wal-Mart,79.31,14.5x8.0x7.75,Suzies Quinoamilk Beverage 32oz Pack of 12,35.84
2780,2 MOMS IN THE RAW,What's inside Two Moms in the Raw Cranberry Granola? Cranberries: Cranberries are rich in vitamin C and are believed to have excellent infection-fighting properties,Our Mama Chef's Recipe: Organic Oat Groats*  Organic Agave  Organic Sunflower Seeds  Organic Buckwheat  Organic Pumpkin Seeds  Organic Cranberries  Organic Millet  Organic Apples  Organic Sesame Seeds  Organic Flax Seeds  Organic Pecans  Organic Almonds  Organic Cinnamon  Sea Salt. Contains Tree Nuts. *Gluten Free Groats.,Two Moms in the Raw Cranberry Granola  8 oz  (Pack of 6)  Breakfast & Cereal  Home Page  Walmart.com  Wal-Mart,59.21,7.0x4.87x12.25,Two Moms in the Raw Cranberry Granola  8 oz  (Pack of 6),0.67
2781,Shamrock Farms,An excellent source of calcium  this strawberry low fat milk has 20g of protein per serving  over 40% more than regular milk.,Lowfat Milk  Nonfat Milk  Fructose  Whey Protein Concentrate*  Natural & Artificial Flavor  Carrageenan  Guar Gum  Dipotassium Phosphate  Red #40  Vitamin A & D. *Not Found In Regular Milk.,Shamrock Farms Strawberry Protein Fortified Low Fat Milk  12 fl oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Shamrock Farms Strawberry Protein Fortified Low Fat Milk  12 fl oz,-1.0
2782,HARMONY FARMS,Made from real almonds Only 90 calories per serving,NA,Harmony Farms Almond Beverage 32oz Pack of 12  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,52.48,14.3x8.2x7.75,Harmony Farms Almond Beverage 32oz Pack of 12,35.36
2783,Horizon Organic,Our farms produce milk without antibiotics  added hormones  pesticides or cloning.,Organic Grade A Milk  DHA Algal Oil  Vitamin D3.,Horizon Organic DHA Omega-3 Whole Milk  .5 gal  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Horizon Organic DHA Omega-3 Whole Milk  .5 gal,-1.0
2784,Cacique,NA,Pasteurized Grade A Cream And  Milk  Guar Gum  Carrageenan,Cacique Crema Mexicana Table Cream  15 fl oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,11.25x8.75x6.5,Cacique Crema Mexicana Table Cream  15 fl oz,13.0
2785,Great Value,Our farmers have pledged To not treat any Of their cows with any   artificial growth hormones,Milk  Vitamin D3.,Great Value: Vitamin D Milk  .5 Gal  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,1.23x1.23x1.23,Great Value: Vitamin D Milk  .5 Gal,1.23
2786,Living Harvest Tempt,Living Harvest Tempt Creamy Vanilla Hemp Milk packs more ahhhhh per ounce than any other non-dairy beverage,Hemp Nut Base (Filtered Water  Hemp Nut [Shelled Hemp Seed])  Brown Rice Syrup  Organic Evaporated Cane Juice  Natural Vanilla With Other Natural Flavors  Tricalcium Phosphate  Carrageenan  Sea Salt  Vitamin A Palmitate  Vitamin D2  Riboflavin  Vitamin B12.,Living Harvest Tempt Creamy Vanilla Hemp Milk  32 fl oz  (Pack of 12)  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,54.14,14.75x7.75x8.5,Living Harvest Tempt Creamy Vanilla Hemp Milk  32 fl oz  (Pack of 12),27.84
2787,Hood,Every glass of Hood Fat Free Milk is filled with a more than 150-year commitment to quality  from the LightBlock Bottle that protects freshness to Hood's dedication to provide the most delicious  nutrient-rich milk,Grade A Pasteurized Homogenized Fat-Free Milk  Ascorbic Acid (Vitamin C)  Vitamin A Palmitate And Vitamin D2.,Hood Fat Free Milk  1 gal  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Hood Fat Free Milk  1 gal,-1.0
2788,Kemps,Kemps Select Fat Free Skim Milk comes from milk from farmers who pledge to not use artificial growth hormones,Non Fat Milk  Vitamin A Palmitate And Vitamin D3.,Kemps Select Fat Free Skim Milk  1 gal  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Kemps Select Fat Free Skim Milk  1 gal,-1.0
2789,Reddi Wip,NA,Heavy Cream  Water  Sugar  Nonfat Milk  Maltodextrin  Contains Less Than 2% of The Following: Cellulose Gel  Mono- And Diglycerides  Natural And Artificial Flavors  Carrageenan  Cellulose Gum. Propellant: Nitrous Oxide. Contains: Milk.,Reddi-wip Extra Creamy Dairy Whipped Topping  13 oz  Dairy  Eggs & Cheese  Home Page  Walmart.com  Wal-Mart,-1.0,NA,Reddi-wip Extra Creamy Dairy Whipped Topping  13 oz,-1.0
2790,Nestle,Enhance the taste and flavor of your morning coffee with Nestle Coffee-Mate Original Powder Coffee Creamer  22 oz,NA,Nestle Coffee-Mate Original Powder Coffee Creamer  22 oz  Nestle Coffee-Mate Creamer  Nestle Creamer,3.98,15.74x11.74x11.35,Nestle Coffee-Mate Original Powder Coffee Creamer  22 oz,1.75
2791,Kellogg's,Kellogg's Corn Flakes  18 oz  can help get your day off to a good start You can eat them plain or add fruit for even more nutrition,Ingredients: Milled Corn  Sugar  Malt Flavoring  High Fructose Corn Syrup  Salt. Vitamins And Minerals: Iron  Niacinamide  Sodium Ascorbate And Ascorbic Acid (Vitamin C)  Pyridoxine Hydrochloride (Vitamin B6)  Riboflavin (Vitamin B2)  Thiamin Hydrochloride (Vitamin B1)  Vitamin A Palmitate  Folic Acid  Vitamin B12 And Vitamin D. To Maintain Quality  BHT Has Been Added To The Packaging. Corn Used In This Product Contains Traces Of Soybeans.,Kellogg's Corn Flakes  18 oz  Kelloggs Breakfast Cereal  Corn Flakes Cereal,2.68,11.58x8.89x10.29,Kellogg's Corn Flakes Cereal  18 oz,1.4
2792,Coffee-Mate,Experience great coffee with the Coffee-Mate French Vanilla Liquid Coffee Creamer This free-flowing liquid concentrate Coffee-Mate pump creamer features a pump dispenser,NA," Coffee-Mate French Vanilla Liquid Coffee Creamer  Coffee-Mate Pump Creamer  Non-Dairy Coffee Creamer",16.89,4.25x4.25x9.75,Coffee-mate French Vanilla Liquid Coffee Creamer  1.5 l,4.26
