@info
{
    "table":{
        "name":"candset",
        "description":"",
        "idAttrib":{
            "name":"pairID",
            "type":"INTEGER"
        },
        "projectName":"wgec_el_30k",
        "attributes":[
            {
                "name":"pairID",
                "type":"INTEGER"
            },
            {
                "name":"A.id",
                "type":"TEXT"
            },
            {
                "name":"B.id",
                "type":"TEXT"
            }
        ]
    }
}

@data
pairID:INTEGER,A.id:TEXT,B.id:TEXT
513,21188916,21188916#HappEshopper
514,21344086,21344086#HappEshopper
515,23703096,23703096#HappEshopper
516,24905285,24905285#HappEshopper
517,29157097,29157097#HappEshopper
518,21174878,21174878#HappEshopper
519,23703094,23703094#HappEshopper
520,24074210,24074210#HappEshopper
521,24309665,24309665#HappEshopper
522,26076191,26076191#HappEshopper
523,26973167,26973167#HappEshopper
524,20627990,20627990#HappEshopper
525,20700884,20700884#HappEshopper
526,23807913,23807913#HappEshopper
527,19580938,19580938#Tonzof
528,23807924,23807924#HappEshopper
529,24221798,24221798#HappEshopper
530,26076190,26076190#HappEshopper
531,19592627,19592627#Tonzof
532,26076194,26076194#HappEshopper
533,27940463,27940463#HappEshopper
534,763789,763789#Walmart.com
535,20627991,20627991#HappEshopper
536,19593447,19593447#Tonzof
537,24221691,24221691#HappEshopper
538,24707031,24707031#HappEshopper
539,19593466,19593466#Tonzof
540,19593484,19593484#Tonzof
541,19593501,19593501#Tonzof
542,17378711,17378711#Bic Warehouse
543,19593513,19593513#Tonzof
544,29850670,29850670#HappEshopper
545,20751014,20751014#HappEshopper
546,21261718,21261718#HappEshopper
547,23703092,23703092#HappEshopper
548,19598651,19598651#Tonzof
549,19598662,19598662#Tonzof
550,29723638,29723638#HappEshopper
551,22795014,22795014#HappEshopper
552,23814261,23814261#HappEshopper
553,17808713,17808713#Bic Warehouse
554,24458370,24458370#HappEshopper
555,24905283,24905283#HappEshopper
556,24905288,24905288#HappEshopper
557,27940462,27940462#HappEshopper
558,28502084,28502084#HappEshopper
559,28773479,28773479#HappEshopper
560,20628012,20628012#HappEshopper
561,20630345,20630345#HappEshopper
562,20896466,20896466#HappEshopper
563,21344084,21344084#HappEshopper
564,21344085,21344085#HappEshopper
565,21777478,21777478#HappEshopper
566,23703089,23703089#HappEshopper
567,24221665,24221665#HappEshopper
568,24905274,24905274#HappEshopper
569,24905294,24905294#HappEshopper
570,26076193,26076193#HappEshopper
571,29912709,29912709#HappEshopper
572,23703099,23703099#HappEshopper
573,24221690,24221690#HappEshopper
574,24221715,24221715#HappEshopper
575,24905281,24905281#HappEshopper
576,29813665,29813665#HappEshopper
577,20896481,20896481#HappEshopper
578,23703078,23703078#HappEshopper
579,27940328,27940328#HappEshopper
580,28132398,28132398#HappEshopper
581,28502086,28502086#HappEshopper
582,21106827,21106827#HappEshopper
583,23744979,23744979#HappEshopper
584,19647146,19647146#Tonzof
585,23868358,23868358#HappEshopper
586,23868360,23868360#HappEshopper
587,27172835,27172835#HappEshopper
588,28502085,28502085#HappEshopper
589,28802527,28802527#HappEshopper
590,20627987,20627987#HappEshopper
591,19647618,19647618#Tonzof
592,19647690,19647690#Tonzof
593,24905272,24905272#HappEshopper
594,24905284,24905284#HappEshopper
595,20627999,20627999#HappEshopper
596,20628014,20628014#HappEshopper
597,23703095,23703095#HappEshopper
598,785700,785700#Walmart.com
599,24458857,24458857#HappEshopper
600,24905271,24905271#HappEshopper
601,24905276,24905276#HappEshopper
602,24905289,24905289#HappEshopper
603,24905303,24905303#HappEshopper
604,26076176,26076176#HappEshopper
605,26076183,26076183#HappEshopper
606,30579758,30579758#HappEshopper
607,31285349,31285349#HappEshopper
608,34800010,34800010#HappEshopper
609,36265796,36265796#HappEshopper
610,37310132,37310132#HappEshopper
611,38280482,38280482#HappEshopper
612,38378208,38378208#HappEshopper
613,39403818,39403818#HappEshopper
614,39403873,39403873#HappEshopper
615,39411968,39411968#HappEshopper
616,31343379,31343379#HappEshopper
617,34800011,34800011#HappEshopper
618,35845083,35845083#HappEshopper
619,37835724,37835724#HappEshopper
620,30579752,30579752#HappEshopper
621,19684494,19684494#Tonzof
622,31340952,31340952#HappEshopper
623,39403662,39403662#HappEshopper
624,39567893,39567893#HappEshopper
625,31264273,31264273#HappEshopper
626,35845053,35845053#HappEshopper
627,35845231,35845231#HappEshopper
628,36125185,36125185#HappEshopper
629,19691438,19691438#Tonzof
630,37835726,37835726#HappEshopper
631,10714776,10714776#Bic Warehouse
632,35822718,35822718#HappEshopper
633,35845165,35845165#HappEshopper
634,19698781,19698781#Tonzof
635,37253318,37253318#HappEshopper
636,10980690,10980690#Bic Warehouse
637,37835716,37835716#HappEshopper
638,39863600,39863600#HappEshopper
639,11030552,11030552#Bic Warehouse
640,30579744,30579744#HappEshopper
641,30579747,30579747#HappEshopper
642,32800967,32800967#HappEshopper
643,19756206,19756206#Tonzof
644,38039188,38039188#HappEshopper
645,38425215,38425215#HappEshopper
646,38431661,38431661#HappEshopper
647,39823015,39823015#HappEshopper
648,12183997,12183997#Bic Warehouse
649,12321767,12321767#Bic Warehouse
650,31251710,31251710#HappEshopper
651,31260354,31260354#HappEshopper
652,34696288,34696288#HappEshopper
653,35531520,35531520#HappEshopper
654,35935037,35935037#HappEshopper
655,19793204,19793204#Tonzof
656,19795286,19795286#Tonzof
657,37805728,37805728#HappEshopper
658,37835718,37835718#HappEshopper
659,37835720,37835720#HappEshopper
660,38101943,38101943#HappEshopper
661,13073311,13073311#Bic Warehouse
662,30030337,30030337#HappEshopper
663,13081524,13081524#Bic Warehouse
664,31250430,31250430#HappEshopper
665,31288588,31288588#HappEshopper
666,13216158,13216158#Bic Warehouse
667,35845038,35845038#HappEshopper
668,19862453,19862453#Tonzof
669,19862455,19862455#Tonzof
670,13952216,13952216#Bic Warehouse
671,13969112,13969112#Bic Warehouse
672,39836301,39836301#HappEshopper
673,30579760,30579760#HappEshopper
674,35845080,35845080#HappEshopper
675,39151120,39151120#HappEshopper
676,39403767,39403767#HappEshopper
677,30579754,30579754#HappEshopper
678,34696295,34696295#HappEshopper
679,38291037,38291037#HappEshopper
680,39411969,39411969#HappEshopper
681,39809296,39809296#HappEshopper
682,39874348,39874348#HappEshopper
683,35845026,35845026#HappEshopper
684,35845322,35845322#HappEshopper
685,33684630,33684630#HappEshopper
686,37454846,37454846#HappEshopper
687,37909912,37909912#HappEshopper
688,39411960,39411960#HappEshopper
689,30437841,30437841#HappEshopper
690,33684641,33684641#HappEshopper
691,33982397,33982397#HappEshopper
692,35845006,35845006#HappEshopper
693,14922467,14922467#Bic Warehouse
694,37471695,37471695#HappEshopper
695,30579748,30579748#HappEshopper
696,33684635,33684635#HappEshopper
697,35822719,35822719#HappEshopper
698,38041082,38041082#HappEshopper
699,38264787,38264787#HappEshopper
